paper_id,paper_short_name,source_table,table_title,data_group,source_study,airflow_normal_m3_s,z_m,b_m,U_m_s,q_m3_s,gamma,alpha,W,value_basis,source,doi,notes
milgram_1983,Milgram 1983,Table 4,Secondary Kobus and Topham entrainment-coefficient data at midpoint heights,secondary,Kobus data,0.0004,3.49,0.24,0.372,0.0004,,0.059,0.12,midpoint averages between measurement heights,"Milgram (1983), Table 4",https://doi.org/10.1017/S0022112083001950,"Selected dimensional tabular data. Blank gamma, alpha, or W cells indicate the variable is not reported for that table/row."
milgram_1983,Milgram 1983,Table 4,Secondary Kobus and Topham entrainment-coefficient data at midpoint heights,secondary,Kobus data,0.0004,3.9,0.27,0.366,0.0004,,0.04,0.064,midpoint averages between measurement heights,"Milgram (1983), Table 4",https://doi.org/10.1017/S0022112083001950,"Selected dimensional tabular data. Blank gamma, alpha, or W cells indicate the variable is not reported for that table/row."
milgram_1983,Milgram 1983,Table 4,Secondary Kobus and Topham entrainment-coefficient data at midpoint heights,secondary,Kobus data,0.00057,0.86,0.1,0.531,0.0004,,0.077,0.064,midpoint averages between measurement heights,"Milgram (1983), Table 4",https://doi.org/10.1017/S0022112083001950,"Selected dimensional tabular data. Blank gamma, alpha, or W cells indicate the variable is not reported for that table/row."
milgram_1983,Milgram 1983,Table 4,Secondary Kobus and Topham entrainment-coefficient data at midpoint heights,secondary,Kobus data,0.00057,1.25,0.13,0.521,0.0004,,0.063,0.111,midpoint averages between measurement heights,"Milgram (1983), Table 4",https://doi.org/10.1017/S0022112083001950,"Selected dimensional tabular data. Blank gamma, alpha, or W cells indicate the variable is not reported for that table/row."
milgram_1983,Milgram 1983,Table 4,Secondary Kobus and Topham entrainment-coefficient data at midpoint heights,secondary,Kobus data,0.00057,1.86,0.17,0.486,0.0004,,0.05,0.162,midpoint averages between measurement heights,"Milgram (1983), Table 4",https://doi.org/10.1017/S0022112083001950,"Selected dimensional tabular data. Blank gamma, alpha, or W cells indicate the variable is not reported for that table/row."
milgram_1983,Milgram 1983,Table 4,Secondary Kobus and Topham entrainment-coefficient data at midpoint heights,secondary,Kobus data,0.00057,2.51,0.21,0.465,0.0005,,0.06,0.122,midpoint averages between measurement heights,"Milgram (1983), Table 4",https://doi.org/10.1017/S0022112083001950,"Selected dimensional tabular data. Blank gamma, alpha, or W cells indicate the variable is not reported for that table/row."
milgram_1983,Milgram 1983,Table 4,Secondary Kobus and Topham entrainment-coefficient data at midpoint heights,secondary,Kobus data,0.00057,3.0,0.23,0.475,0.0005,,0.071,0.098,midpoint averages between measurement heights,"Milgram (1983), Table 4",https://doi.org/10.1017/S0022112083001950,"Selected dimensional tabular data. Blank gamma, alpha, or W cells indicate the variable is not reported for that table/row."
milgram_1983,Milgram 1983,Table 4,Secondary Kobus and Topham entrainment-coefficient data at midpoint heights,secondary,Kobus data,0.00057,3.49,0.27,0.481,0.0005,,0.065,0.12,midpoint averages between measurement heights,"Milgram (1983), Table 4",https://doi.org/10.1017/S0022112083001950,"Selected dimensional tabular data. Blank gamma, alpha, or W cells indicate the variable is not reported for that table/row."
milgram_1983,Milgram 1983,Table 4,Secondary Kobus and Topham entrainment-coefficient data at midpoint heights,secondary,Kobus data,0.00057,3.95,0.3,0.452,0.0005,,0.035,0.087,midpoint averages between measurement heights,"Milgram (1983), Table 4",https://doi.org/10.1017/S0022112083001950,"Selected dimensional tabular data. Blank gamma, alpha, or W cells indicate the variable is not reported for that table/row."
milgram_1983,Milgram 1983,Table 4,Secondary Kobus and Topham entrainment-coefficient data at midpoint heights,secondary,Topham data,0.367,9.5,2.37,1.307,0.061,,0.17,0.15,midpoint averages between measurement heights,"Milgram (1983), Table 4",https://doi.org/10.1017/S0022112083001950,"Selected dimensional tabular data. Blank gamma, alpha, or W cells indicate the variable is not reported for that table/row."
milgram_1983,Milgram 1983,Table 4,Secondary Kobus and Topham entrainment-coefficient data at midpoint heights,secondary,Topham data,0.367,18.5,3.76,1.321,0.0716,,0.135,0.15,midpoint averages between measurement heights,"Milgram (1983), Table 4",https://doi.org/10.1017/S0022112083001950,"Selected dimensional tabular data. Blank gamma, alpha, or W cells indicate the variable is not reported for that table/row."
milgram_1983,Milgram 1983,Table 4,Secondary Kobus and Topham entrainment-coefficient data at midpoint heights,secondary,Topham data,0.367,27.5,4.94,1.204,0.0867,,0.081,0.15,midpoint averages between measurement heights,"Milgram (1983), Table 4",https://doi.org/10.1017/S0022112083001950,"Selected dimensional tabular data. Blank gamma, alpha, or W cells indicate the variable is not reported for that table/row."
milgram_1983,Milgram 1983,Table 4,Secondary Kobus and Topham entrainment-coefficient data at midpoint heights,secondary,Topham data,0.367,37.0,5.52,1.202,0.1117,,0.046,0.167,midpoint averages between measurement heights,"Milgram (1983), Table 4",https://doi.org/10.1017/S0022112083001950,"Selected dimensional tabular data. Blank gamma, alpha, or W cells indicate the variable is not reported for that table/row."
milgram_1983,Milgram 1983,Table 4,Secondary Kobus and Topham entrainment-coefficient data at midpoint heights,secondary,Topham data,0.367,45.0,5.33,1.428,0.1473,,0.01,0.1,midpoint averages between measurement heights,"Milgram (1983), Table 4",https://doi.org/10.1017/S0022112083001950,"Selected dimensional tabular data. Blank gamma, alpha, or W cells indicate the variable is not reported for that table/row."
milgram_1983,Milgram 1983,Table 4,Secondary Kobus and Topham entrainment-coefficient data at midpoint heights,secondary,Topham data,0.443,10.0,1.8,1.478,0.0742,,0.056,0.167,midpoint averages between measurement heights,"Milgram (1983), Table 4",https://doi.org/10.1017/S0022112083001950,"Selected dimensional tabular data. Blank gamma, alpha, or W cells indicate the variable is not reported for that table/row."
milgram_1983,Milgram 1983,Table 4,Secondary Kobus and Topham entrainment-coefficient data at midpoint heights,secondary,Topham data,0.443,19.5,2.47,1.352,0.0881,,0.058,0.15,midpoint averages between measurement heights,"Milgram (1983), Table 4",https://doi.org/10.1017/S0022112083001950,"Selected dimensional tabular data. Blank gamma, alpha, or W cells indicate the variable is not reported for that table/row."
milgram_1983,Milgram 1983,Table 4,Secondary Kobus and Topham entrainment-coefficient data at midpoint heights,secondary,Topham data,0.443,29.0,3.5,1.033,0.1085,,0.069,0.167,midpoint averages between measurement heights,"Milgram (1983), Table 4",https://doi.org/10.1017/S0022112083001950,"Selected dimensional tabular data. Blank gamma, alpha, or W cells indicate the variable is not reported for that table/row."
milgram_1983,Milgram 1983,Table 4,Secondary Kobus and Topham entrainment-coefficient data at midpoint heights,secondary,Topham data,0.443,38.35,4.73,0.973,0.1405,,0.195,0.145,midpoint averages between measurement heights,"Milgram (1983), Table 4",https://doi.org/10.1017/S0022112083001950,"Selected dimensional tabular data. Blank gamma, alpha, or W cells indicate the variable is not reported for that table/row."
milgram_1983,Milgram 1983,Table 4,Secondary Kobus and Topham entrainment-coefficient data at midpoint heights,secondary,Topham data,0.66,6.05,1.36,1.364,0.1165,,0.151,0.058,midpoint averages between measurement heights,"Milgram (1983), Table 4",https://doi.org/10.1017/S0022112083001950,"Selected dimensional tabular data. Blank gamma, alpha, or W cells indicate the variable is not reported for that table/row."
milgram_1983,Milgram 1983,Table 4,Secondary Kobus and Topham entrainment-coefficient data at midpoint heights,secondary,Topham data,0.66,12.3,2.23,1.535,0.1308,,0.158,0.177,midpoint averages between measurement heights,"Milgram (1983), Table 4",https://doi.org/10.1017/S0022112083001950,"Selected dimensional tabular data. Blank gamma, alpha, or W cells indicate the variable is not reported for that table/row."
milgram_1983,Milgram 1983,Table 4,Secondary Kobus and Topham entrainment-coefficient data at midpoint heights,secondary,Topham data,0.66,21.5,3.71,1.343,0.1598,,0.096,0.17,midpoint averages between measurement heights,"Milgram (1983), Table 4",https://doi.org/10.1017/S0022112083001950,"Selected dimensional tabular data. Blank gamma, alpha, or W cells indicate the variable is not reported for that table/row."
milgram_1983,Milgram 1983,Table 4,Secondary Kobus and Topham entrainment-coefficient data at midpoint heights,secondary,Topham data,0.66,29.0,4.87,0.996,0.1949,,0.037,0.113,midpoint averages between measurement heights,"Milgram (1983), Table 4",https://doi.org/10.1017/S0022112083001950,"Selected dimensional tabular data. Blank gamma, alpha, or W cells indicate the variable is not reported for that table/row."
milgram_1983,Milgram 1983,Table 4,Secondary Kobus and Topham entrainment-coefficient data at midpoint heights,secondary,Topham data,0.66,37.0,5.53,1.049,0.2548,,0.14,0.189,midpoint averages between measurement heights,"Milgram (1983), Table 4",https://doi.org/10.1017/S0022112083001950,"Selected dimensional tabular data. Blank gamma, alpha, or W cells indicate the variable is not reported for that table/row."
